id,text,label
yahoo_05545,"I don't know what I should get for my father for his birthday. He's turning 50 and I don't know what I should Any ideas? Thank you Depends on you finances and what he likes.\n* Spend time with him, in case you see each other only seldom\n* Find a book about one of his hobbies.\n* A voucher for a weekend away with his wife\n* A CD with music of his favorite band/composer/musician\n* A cake made by yourself - not bought",family_relationships
yahoo_02746,"How can you tell the difference between a cold and allergies? Hey there. First of all, allergies are generally seasonal. If this is something that happens to you every year at about the same time, then you should do some investigation. You can do this by learning about things for your area of the country like, the pollen count for your area, crop cycles for your area, and check on possible mold and dust exposure. If you don't have a chronic past history (meaning that it happens at the same time each year) then you more likely have a cold. Here's another thing to try. Try some over the counter allergy medicine and see what happens. If they clear you right up, then you are dealing with a seasonal allergy, if not, you have a cold virus. Check out About.com for more information on allergies and colds. Good luck!",health
yahoo_02858,"im looking for the music to a song down by the water noah brought the animals for my daughters school? this song goes down by the water noah brought the animals it is similar to down by the sation eairly in the morning Hi :-) ! The song is called ""Noah"". Hope the link below helps. Have a nice day!",entertainment_music
yahoo_00996,"I have a question, what Event or situation occured between the United states and another country? lots of events have occured. (War of independance, anything like that is usually good)\n\nis it recently or a long time ago. please specify for all who come after me",education_reference
yahoo_00228,"What happened to the porn star Flame? Flame is an aptly named redhead who grew up in Texas. She began topless dancing at age 16 and started her adult film career with the feature Dream Lover (1991/I) (V). Although small in stature, she was renowned for the ferocity of her performances and her willingness to do just about anything in front of a camera. She married the brother of fellow porn star Raven on March 5, 1995 and stopped performing, although she has continued to appear in S&M videos.",entertainment_music
yahoo_03264,why do you suck? to get things out of a straw,society_culture
yahoo_04828,are there masters programs in agriculture in dennmark? or any other masters programs in agriculture? You can do a Master of Science in Agricultural Development at the Royal Veterinary and Agricultural University Denmark. This university is based in Fredriksberg. The master´s programme takes two years and is taught in English.,education_reference
yahoo_03942,"**Best Answer** please tell me the name of this song? I heard this song on an ad for grays anatomy on living tv. Some of the lyrics are............\nSing the songs nobody sings,\nsing it loud aint got no ????\ni dont wana go, gotta get outta here\nWatch me fallin\nHEY come around were all stuck in the sound\n(or somtin like that!!!)\n\nPLEASE PLEASE i WILL give Best Answer to anybody who can answer this corrctly! PLEASE Title: Artist: KENNY ROGERS Song: Sweet Music Man\nBut nobody sings a love song quite like you do \nand nobody else could make me sing along \nand nobody else could make me feel \nthat things are right when I know they’re wrong \n( that things are right when you’re wrong with the song ) \nnobody sings a love song quite like you.\nI typed some of your lyrics in and put the word lyrics to find it as music ""Sing the songs nobody sings, lyrics"" - in search bar - and this is the best I could come up with. \nHow much more do you remember?\nWhere did you hear it?\nDo you remember a repeated verse - a chores verse?\nWho might have sung it?\nWhat type of music did it sound like - rap, pop, ect.?\nrayouko_firefervor@yahoo.com <= this is me\nYou can try what I did - typing a part and then putting lyrics afterword, or you can give me an email and I will see what I can do. Make sure I can email you back to say if I can even help.\nDon't make it a hobby to email me - I almost NEVER sign on.",entertainment_music
yahoo_05459,am i working for you? Everyone is for himself - but just to share knowledge. You are not working for anyone.,business_finance
yahoo_03832,why do guys find me to be a sex buddy I hate it what should i do? Do drugs.,family_relationships
yahoo_01652,"Is the season of Lent Biblical? If yes, where is it found? If no, how did this tradition start? I would also appreciate any feedback on the purpose of giving up things for Lent. Please note: I am a Christian so please don't try to convert me. Also, I am not stating my viewpoint because I want the opinions of others before moving to question #2. The Gospels speak of a time of solitude for Jesus in the desert immediately after his baptism by John. Driven by the Spirit into the desert, Jesus remains there for forty days without eating; he lives among wild beasts, and angels minister to him. At the end of this time Satan tempts him three times, seeking to compromise his filial attitude toward God. Jesus rebuffs these attacks, which recapitulate the temptations of Adam in Paradise and of Israel in the desert, and the devil leaves him ""until an opportune time"".\n\nThe evangelists indicate the salvific meaning of this mysterious event: Jesus is the new Adam who remained faithful just where the first Adam had given in to temptation. Jesus fulfills Israel's vocation perfectly: in contrast to those who had once provoked God during forty years in the desert, Christ reveals himself as God's Servant, totally obedient to the divine will. In this, Jesus is the devil's conqueror: he ""binds the strong man"" to take back his plunder. Jesus' victory over the tempter in the desert anticipates victory at the Passion, the supreme act of obedience of his filial love for the Father. \n\nJesus' temptation reveals the way in which the Son of God is Messiah, contrary to the way Satan proposes to him and the way men wish to attribute to him. This is why Christ vanquished the Tempter for us: ""For we have not a high priest who is unable to sympathize with our weaknesses, but one who in every respect has been tested as we are, yet without sinning."" By the solemn forty days of Lent we unite ourselves each year to the mystery of Jesus in the desert. \n\nThe seasons and days of penance in the course of the liturgical year (Lent, and each Friday in memory of the death of the Lord) are intense moments of the Church's penitential practice. These times are particularly appropriate for spiritual exercises, penitential liturgies, pilgrimages as signs of penance, voluntary self-denial such as fasting and almsgiving, and fraternal sharing (charitable and missionary works).",business_finance
yahoo_00079,"Where can I find information on an inmate in Nashville, TN.? I want to find out information on a friend in Davidson county. That's in Nashville,TN.I want the free info, and possibly a picture. Can anyone help? This is very important to me. The information here is only about Tennessee felony offenders, so individuals who have been in county or city facilities, but not state custody, will not appear.",business_finance
yahoo_00964,"I can not open a web site it says my cookies are not open why? I need to access a web site and can not. The company I am working with said to contact the web browser. I feel stupid I don't know how to work with this situation. Click on the word Tools, which is contained in your top tool bar area.\n\nThis will pull down a menu for you to now click on Internet Options.\n\nThen click on the Privacy tab located at the top of the options windows.\n\nThen click on the Advanced tab to bring up the Advanced Privacy Settings windows.\n\nThis is the area where you can define how Cookies are handled on your system etc.",computers_internet
yahoo_00926,"Why is America always at war ? Is war necessary to unite the US? When america followed the preachings of one of her presidents' who said ""The business of america is business"" they became a great properous and powerful nation.The envy of the world with admiration and respect. She has forsaken that philosophy to pursue a different agenda Now it's might is right.She has lost the respect and admiration she enjoyed No longer is she envied as a bastion of freedom Quite the opposite The usa is seen as a bully and a thief.",politics_government
yahoo_00794,"I need to gain weight....? Hello. Im a male/18 years old. Im 5'8 and weight 120 pounds. \n\nI need to gain weight. When im with girls they always say im to skinny and need to eat. My body structure is pretty cut but my arms and chest could gain more fat/muscle but im satisfied with my lower body. \n\nI probably eat like twice a day sometimes 3, i guess that is killing me right there. For lunch i usually have fast food and dinner time i usually cook up something frozen. when i wake up i dont usually eat until like 2 or 3 hours or until i feel hungry. i rarly eat snack like chips or cookies.\n\nHow should i change my diet and what are some things easy for a 18 year old male to cook. im a bit lazy when it comes to cooking so please tell me some simple stuff to cook. should i take any drinks/ powders/ bars/ etc? and what kind?\n\nThank you for helping...",health
yahoo_03379,"I need a spanish menu or different foods in spanish? so i can pass my project? I need different foods and prices so i can make me a real menu and help out there. Hi, I'm from Guatemala, Central America. Here are some of our local dishes:\n\nMeat, chicken or pork Tamal (Corn dough made with spices), $3\nMeat, chicken or pork Pache (Potato dough made with spices), $4\nCorn Atol (hot drink made of corn) $1\nKak'ik (turkey soup), $6\nTostadas (friend tortilla with sauce or guacamole), $1\nRellenitos (plantain dough filled with sweet beans), $2\n\nHope that helps!!",society_culture
yahoo_03164,why do white people love marlboro cigg so much? they are smoother than the rest,business_finance
yahoo_04657,"How can you justify Christianity? this is something that always bothers me. How do christians still manage to keep thier faith KNOWING their whole religion is stolen? Jesus walked this earth as a great leader, ill admit, but he wasnt claimed as the messiah till CENTURIES after his death. Plus, every single christian holiday was stolen from my religion, paganism. Perfectly. they made the religions coincide so it would be easier to convert people i understand, but jesus was born in spring. why but christmas in december, coinciding with the Pagan Yuletide? christians originally worshipped on saturday, like the jewish, but even that was changed to the pagan day of worship, SUNDAY. nothing in christianity is original, so how do people manage to BELEIVE? Also, i was incredibly surprised when i read the davinci code yesterday, and saw all that i have been saying for YEARS. Finally, a popular book broadcasting the truth. Thanks. and no bible verses please. the bible doesnt probe anything either, it was written by MAN not GOD!! Oh goodness. You might get some none-too-nice responses to this one! Heh. :) \n\nI don't think that the lack of originality takes away from it. I don't think that a good lot of people who follow that faith even know about that, frankly. \n\nI think that for some people..it's easier to be mired into something that doesn't require you to ask questions. You're told what is right and what is wrong. And they follow these rules, and believe that since they follow them then they're set. So they don't have to worry. I think that is how they might justify it. Just a guess, though. I've never claimed to understand it myself.",society_culture
yahoo_03311,"Cheerleading?????? Okay so if i wanted to try out for cheerleading tommorow there would be one problem. The real question here is if you are a feminist and enjoy just doing routines similiar to dance and gymnastics should you still go out for it or is it totally against that? I dunno. Dubya was good at cheer leading. I never heard that he was a feminist, but he's still dancing through life.I very much doubt he's concerned with the ethics of it.",society_culture
yahoo_03934,"Is 28 months in prison to lenient for Lynne Stewart? http://www.bloomberg.com/apps/news?pid=20601103&sid=aSRZWTumBMec\n\nhttp://www.anncoulter.com/cgi-local/article.cgi?article=153 28 months is pure baloney!\n\nShe committed an act of treason. They left her off easy because she'd been such a fine citizen before that. No....she was not a good citizen, she committed treason while appearing to be a good citizen.\n\nShe asked to ""live out her life productively""??????? Again, I say, BALONEY!!!!! She did the crime...she can do the time.\n\nDid I mention that she committed treason? In most countries you get the firing squad for that.",politics_government
yahoo_01074,"Jesus a Democrat or a Republican? Do you think Jesus would be a Democrat or a Republican? Probably neither, but if you forced him to make a choice, I think he'd go with Democrat because of the social programs.",society_culture
yahoo_04840,"Can you really feel pain in your bones? yeah u can feel pain in your bones,like when u break ur arm or leg or if u get bone cancer",science_mathematics
yahoo_04183,who was the guy that fronted an 80's metal band than got a sex change years later? ever hear about this. i forget who it was. Mark Free from King Kobra.,entertainment_music
yahoo_02024,Why do we feel tiklish when some one else tickles us but when we do it we dont feel it? Because we are the ones tickling the person,science_mathematics
yahoo_05677,i cant send my mail to one email id can u tell me whats the matter.? yea your blocked.,computers_internet
yahoo_04634,"i need to know where to go for search engine for my web site !!!!!!!? I'm sorry if I misinterpreted your question but from my understanding, you are asking on how to get your site listed in search engines?\n\nThere are many place you can submit your site for free either manually or by requesting other web site do it for you. These are the list where you can submit your web site to search engines:\n\n1) Yahoo! - https://siteexplorer.search.yahoo.com/submit\n2) Google - http://www.google.com/addurl/\n3) MSN - http://submitit.bcentral.com/msnsubmit.htm\n\nAlternatively, you may submit your web site to other search engines/directories using these free service:\n\n1) http://www.submitexpress.com/submit.html\n2) http://www.ineedhits.com/free-tools/submit-free.aspx\n\nHope this helps.",computers_internet
yahoo_01745,"Which cities or towns in the northeast are amongst the best places to live and buy a home? I'm from NYC, I just moved back here from Los Angeles because I want to be closer to my family. Still, I don't want to stay in NYC. (I do love my home, but it's not cost effective for me to remain a resident) I just want to live close by. Any ideas on where I can find some affordable real estate (ie: 50 - 150,000 range) in other cities or towns nearby --maybe like two to three hours away? I'm looking for decent, well-rounded places that offer a multitude of options. Smaller towns are ok, but they shouldn't be microscopic. I'm still young (in my lae 20's) so there would have to be an 20 - 30's crowd, some sort of nightlife or places to meet people. As a native from LA now living in the NYC metro area also in my late 20's, I understand where you're coming from. Real estate here is on par with So Cal, but its the property taxes that really makes things so unaffordable. This is why my boyfriend and I have been looking in Albany as a potential for buying. You can pick up a house for as low as $35k (obviously not in the greatest area) and can find some nice properties for $150k with taxes that won't force you to live on ramen noodles. The downside is trying to find employment there- its primarily govn't work and seems you have to ""know"" people to get your foot in the door. Nightlife there is pretty good and varied from what I've seen and experienced. My boyfriend went to SUNY Albany and has had good things to say about it. So there's my two cents! All the best in finding something that suits!",business_finance
yahoo_03143,"Is this bad ???? Is it bad if you bf eats you out but you dont really like to return the favor to him....... b/c you dont really like doing that all that well. but he keeps asking you when are you gonna return the favor??? Its not bad but it may seem unfair to him.\n\nIf your bf is one of those men that love having that done to him, you are going to have serious probles sooner or later because since he's been doing it, he's gonna start to feel hurt that you don't return the favour. He may interpret that to mean a lot of things which may not be tru like you don't love him enough to do it, you don't trust him enough or you are not committed.\n\nIf you had told him before that you don't like doing it, maybe he just enjoys ddoing it to you and is O.K with that. Don't be pressured into doing something that makes you uncomfortable but don't ask hi to do it to you. If he volunteers thats a different story.",family_relationships
yahoo_03263,"does anyone have any stories about the cristero war? im grandpa found gold and some old books written in french that belonged to a priest that got murdered does anyone want to buy the collection of books they were hidden under the stairs along with the some spaniord gold coins called centenarios some of the books have gold locks that havent been open i also noitced a picture of a pope from the 1800s and it was signed with a stamp with a piece of the popes cloth. most books written in 1800s and 1900s large collection serious buyers only. i heard there illegal to sell because they belong to the vatican. What was the name of the priest? And was there a movie made on him? I believe Henry Fonda played an underground priest in the Cristero War (in movie) and was shot and killed later on by a firing squad. \n\nAlso, why not give it to the Vatican or museum where it can be appreciated by all?",society_culture
yahoo_03121,"Do men really know? Do men really know women? Because you guys seem to think that all we do is bitch and moan if we don't get our way in a relationship. And maybe that's true to a point. I bitch and moan because I never get a straight answer from a guy, even though they say they do. I think that men should spend a full day in women's shoes, and maybe then you'll be a little more understanding. Don't get me wrong I love men, but I don't like how they always assume things about me that just aren't true. Of course we don't! Women are by far the most baffling mystery in the universe for men. Men have to make assumptions about women because typically speaking we have absolutely no idea what you think or want. Women are much more subtle in their communications then men, so while you think you're making yourself perfectly clear, most men have no clue what you really want.",family_relationships
yahoo_01451,"why chopin didnot compose synphonies? he has composed concertos but not symphonies,why? He was best at composing shorter pieces for the piano.\n\nAnd he wasn't that good at composing music for the orchestra.\n\nIn his piano concertos, the orchestra was more of a back-up to the piano, rather than an important part of the music.\n\nAnother reason could be that his intimate style did not fit well with the symphonic form. \n\nI believe the main reason is that he was best at composing for the piano. He expressed all he needed to express with just that instrument and he didn't feel that he needed to use other forms and instruments to express himself. The piano was enough.",entertainment_music
yahoo_00439,can any one help me with scientists names? yah i need 5 cell scientists names can you tell me what they did and give a website Theodor Schwann and Matthias Schleiden -development of cell theory\nRobert Hooke-came up with the term cell\nRudolf Virchow-dicovered cell division\nJames Watson and Francis Crick-built structure of DNA\nLynn Margulis-endosymbiotic theory,education_reference
yahoo_03316,"thisis going to sound like a dumb question, but if you have everbeen a cashier ,how easy/hard is it? please? no rude comments... i appreciate all your answers. The hardest part about being a cashier is remembering to be polite and kind to everyone. Everyone has bad days and we have to respect that as people that work in the customer service industry. You get full training from anyone you choose to work for so its not as hard as you might think. Remember to be trustworthy, temptation stares u in the face, and yes its green. LOL Good luck and GOD BLESS!",society_culture
yahoo_04543,"What are is the Latitude and Longitude of Toluca, Mexico? Toluca Mexico\n\nLatitude19.28833\nLongitude-99.66722\nLatitude (DMS)19d 17m 18s\nLongitude (DMS)-99d -40m 2s\n\n\nJ.",education_reference
yahoo_02981,Which bittorrent client is the easiest to use on windows xp? µTorrent is the best and is very small too.\nGet it from http://www.utorrent.com,computers_internet
yahoo_02080,"In french, is notebook (cahier) masculine, or feminine? Masculine (le cahier)",society_culture
yahoo_04020,I am selling 2 wedding gowns. I posted on e-bay no response. Anyone know how to or where to go to sell them? Check locally online..in my area we have a wedding website just for local brides. Many sell their items after the wedding has passed. Good luck,family_relationships
yahoo_01454,how can i find FREE-inmates info for newark n.j & caldwell prison inmates? newark n.j essex county jail free info on inmates go to inmate information population.com,politics_government
yahoo_00254,Where can I find pictures of ultrasound scans of the kidneys? Cheers,health
yahoo_00465,can anyone guess a name for a gal with no vowels in it???? Rythm,entertainment_music
yahoo_02117,"Non-students, what college sporting events do you attend in person? Students, you have an obvious advantage, so please sit this one out. For the rest of you, do you occasionally or regularly attend college sports?\n\nIf so, please share what school you follow and which sports you attend.\n\n(Go Indiana! lol) i follow UCLA football and i have been to several games this year alone...........i do plan to go there so i guess i am a little bias.",sports
yahoo_00506,"my boyfriend and i have known eachother for 8 mos. and lived together for 3 mos. is it too soon to get married my husband and i meet on q 106 rock and roll date line. the first time we talked to each other was june 18th 2004. we meet face to face june 19th 2004. my husband moved in with me 1 week later, and 7 months to the day later jan. 19th 2005 we were married. so the answer to your question would be does it feel right to you if so go for it. ture love has no time table.",family_relationships
yahoo_04271,"I need to know....? 1. the biggest country\n2. the smallest country\n3.the longest river\n4.the biggest sea\n5.the biggest lake\n6.highest waterfall\n7.the biggest forest\n\nin the world.... 1. Russia - 6,592,772 square miles\n2. Vatican City - 0.2 square miles\n3. Nile - 4,160 miles\n4. South China Sea - 1,148,500 square miles\n5. Caspian Sea (yes it's a lake) - 143,200 square miles\n6. Angel Falls Venezuela - 3,212 feet\n7. Amazon Rainforest - 3,700,00 square miles",science_mathematics
